"Marca","Tamanho do Motor","Preço Médio BRL","Combustível","Idade"
"Ford",2.5,49283,"Diesel",22
"GM - Chevrolet",1,50180,"Gasoline",7
"VW - VolksWagen",1.8,13547,"Gasoline",27
"VW - VolksWagen",1.6,28072,"Gasoline",17
"GM - Chevrolet",2.2,19870,"Gasoline",26
"Fiat",2.4,21647,"Gasoline",17
"Mercedes-Benz",2.4,28758,"Gasoline",26
"Fiat",1.5,8749,"Alcohol",26
"Ford",2,28125,"Gasoline",16
"GM - Chevrolet",1.5,209373,"Gasoline",0
"VW - VolksWagen",1.6,31816,"Gasoline",13
"Fiat",1.6,39868,"Gasoline",8
"GM - Chevrolet",2,15999,"Gasoline",21
"Ford",1,54467,"Gasoline",4
"Ford",3.9,89617,"Diesel",15
"Mercedes-Benz",2.2,85334,"Diesel",11
"Mercedes-Benz",1.6,84510,"Gasoline",9
"VW - VolksWagen",1.6,13920,"Alcohol",21
"Fiat",1,23943,"Gasoline",10
"Ford",2,7051,"Gasoline",26
"Fiat",1.3,101486,"Gasoline",0
"Fiat",1.4,37666,"Gasoline",9
"GM - Chevrolet",2.8,56198,"Diesel",21
"GM - Chevrolet",2.8,158102,"Diesel",4
"GM - Chevrolet",1.4,127196,"Gasoline",1
"Ford",1,27594,"Gasoline",10
"Fiat",1,18804,"Gasoline",13
"Fiat",2.3,98506,"Diesel",8
"GM - Chevrolet",2,127136,"Gasoline",5
"Fiat",1.8,26090,"Gasoline",15
"VW - VolksWagen",1,19738,"Gasoline",17
"VW - VolksWagen",1.6,29001,"Gasoline",16
"VW - VolksWagen",1.6,18296,"Gasoline",22
"VW - VolksWagen",1.6,48448,"Gasoline",7
"VW - VolksWagen",1,48367,"Gasoline",8
"Ford",1,19863,"Gasoline",13
"GM - Chevrolet",4.1,18650,"Gasoline",35
"Fiat",1,13722,"Gasoline",19
"VW - VolksWagen",1.8,14642,"Gasoline",26
"VW - VolksWagen",2,42604,"Gasoline",10
"VW - VolksWagen",1.6,23769,"Gasoline",19
"Fiat",1,46441,"Gasoline",5
"Mercedes-Benz",2.2,135321,"Diesel",10
"GM - Chevrolet",2.4,50336,"Gasoline",13
"Fiat",1.8,32406,"Gasoline",16
"GM - Chevrolet",1.4,62301,"Gasoline",6
"Ford",2,20792,"Gasoline",20
"Fiat",1.8,79929,"Gasoline",3
"Ford",4.9,18586,"Alcohol",27
"Mercedes-Benz",2,433180,"Gasoline",3
"VW - VolksWagen",1.8,8242,"Alcohol",27
"VW - VolksWagen",2,74323,"Gasoline",15
"Ford",1,40928,"Gasoline",8
"GM - Chevrolet",1,36638,"Gasoline",7
"GM - Chevrolet",1.4,132205,"Gasoline",2
"VW - VolksWagen",1.8,27516,"Gasoline",17
"Fiat",1,9929,"Alcohol",23
"Mercedes-Benz",3.5,169666,"Gasoline",9
"Ford",1.8,14657,"Gasoline",21
"GM - Chevrolet",2.8,46012,"Diesel",23
"GM - Chevrolet",1.8,41352,"Gasoline",10
"Ford",2,238252,"Gasoline",0
"Fiat",2,7990,"Gasoline",27
"Ford",1.6,8314,"Gasoline",27
"VW - VolksWagen",1.8,10477,"Gasoline",25
"Ford",2.2,69114,"Diesel",11
"VW - VolksWagen",2,112920,"Diesel",7
"Ford",1,12183,"Gasoline",21
"GM - Chevrolet",1,104583,"Gasoline",0
"GM - Chevrolet",2.4,59867,"Gasoline",11
"GM - Chevrolet",6.5,43214,"Diesel",29
"Mercedes-Benz",2.2,55336,"Diesel",18
"GM - Chevrolet",1,104255,"Gasoline",2
"Fiat",2,10533,"Gasoline",25
"Fiat",1.4,43884,"Gasoline",7
"Ford",4.2,111599,"Diesel",23
"Ford",1.5,60082,"Gasoline",4
"Fiat",1.8,25255,"Gasoline",15
"VW - VolksWagen",1.8,10440,"Gasoline",33
"VW - VolksWagen",2.5,54521,"Gasoline",12
"VW - VolksWagen",1.6,82166,"Gasoline",1
"Mercedes-Benz",2.2,174825,"Diesel",5
"GM - Chevrolet",1.8,21918,"Gasoline",16
"VW - VolksWagen",1.8,5619,"Gasoline",29
"Fiat",1.5,13588,"Gasoline",23
"Ford",4.2,145008,"Diesel",18
"Mercedes-Benz",6,394896,"Gasoline",12
"Mercedes-Benz",3,375248,"Diesel",4
"Fiat",1.3,17189,"Gasoline",13
"Ford",1,16635,"Gasoline",16
"Ford",1.6,6262,"Gasoline",35
"VW - VolksWagen",1.6,10714,"Gasoline",21
"Ford",3.2,125611,"Diesel",9
"GM - Chevrolet",2.1,12038,"Diesel",26
"VW - VolksWagen",1.4,209909,"Gasoline",0
"Ford",3.9,21022,"Diesel",37
"Fiat",1.4,44208,"Gasoline",9
"VW - VolksWagen",1.6,13680,"Gasoline",20
"VW - VolksWagen",1.6,30478,"Gasoline",19
"GM - Chevrolet",1,19628,"Gasoline",14
"VW - VolksWagen",1,39033,"Gasoline",8
"VW - VolksWagen",1.6,77605,"Gasoline",6
"GM - Chevrolet",1.6,15475,"Gasoline",21
"Fiat",1.9,37949,"Gasoline",10
"VW - VolksWagen",2,31000,"Gasoline",17
"Ford",4,27640,"Gasoline",21
"GM - Chevrolet",4.1,20393,"Gasoline",34
"Ford",3,74874,"Diesel",11
"VW - VolksWagen",1.6,42121,"Gasoline",10
"Fiat",1.3,94492,"Gasoline",2
"Mercedes-Benz",2.2,152183,"Diesel",5
"GM - Chevrolet",2.5,9407,"Gasoline",38
"VW - VolksWagen",1.6,37492,"Gasoline",10
"Mercedes-Benz",2,180028,"Gasoline",7
"GM - Chevrolet",5,23284,"Gasoline",28
"VW - VolksWagen",1.8,35452,"Gasoline",19
"Mercedes-Benz",4.3,85795,"Gasoline",23
"VW - VolksWagen",1,137047,"Gasoline",0
"VW - VolksWagen",2.5,54101,"Gasoline",12
"Ford",1.6,33010,"Gasoline",14
"Fiat",1.8,39905,"Gasoline",11
"Mercedes-Benz",5,58568,"Gasoline",26
"VW - VolksWagen",1.8,13980,"Gasoline",24
"Ford",2,34770,"Gasoline",12
"GM - Chevrolet",2.4,60538,"Gasoline",12
"VW - VolksWagen",2.5,65940,"Gasoline",10
"GM - Chevrolet",2,29587,"Gasoline",14
"Mercedes-Benz",3,203773,"Diesel",8
"Mercedes-Benz",1.6,140485,"Gasoline",5
"VW - VolksWagen",2.4,31126,"Diesel",24
"GM - Chevrolet",4.1,19274,"Gasoline",27
"VW - VolksWagen",1.6,22159,"Gasoline",22
"GM - Chevrolet",1.4,48203,"Gasoline",7
"VW - VolksWagen",1.8,9906,"Gasoline",30
"Ford",2,26415,"Gasoline",18
"GM - Chevrolet",2.8,196330,"Diesel",4
"VW - VolksWagen",1.6,24221,"Gasoline",16
"VW - VolksWagen",1.4,36452,"Gasoline",12
"GM - Chevrolet",2.8,155375,"Diesel",8
"VW - VolksWagen",1,28804,"Gasoline",11
"VW - VolksWagen",1.8,21757,"Alcohol",18
"Ford",2.3,57204,"Gasoline",12
"GM - Chevrolet",2.8,134592,"Diesel",9
"GM - Chevrolet",4,26908,"Diesel",34
"Fiat",1.8,13558,"Gasoline",20
"GM - Chevrolet",1.4,36807,"Gasoline",11
"Fiat",1.8,23452,"Gasoline",15
"Mercedes-Benz",2,175959,"Gasoline",7
"Ford",2,21349,"Gasoline",29
"GM - Chevrolet",1.8,115215,"Gasoline",0
"GM - Chevrolet",3.8,27859,"Gasoline",20
"GM - Chevrolet",2.5,29052,"Diesel",25
"Ford",2,9851,"Gasoline",28
"VW - VolksWagen",2,22621,"Gasoline",19
"Mercedes-Benz",1.6,160514,"Gasoline",5
"VW - VolksWagen",1.6,69646,"Gasoline",4
"Ford",3.2,121252,"Diesel",8
"VW - VolksWagen",1.6,41385,"Gasoline",10
"VW - VolksWagen",1.6,11159,"Gasoline",28
"Fiat",1.3,51730,"Gasoline",5
"GM - Chevrolet",1,30625,"Gasoline",9
"VW - VolksWagen",1.6,6012,"Gasoline",31
"Mercedes-Benz",1.8,106665,"Gasoline",9
"GM - Chevrolet",1.4,38939,"Gasoline",12
"Fiat",1.5,13271,"Gasoline",24
"VW - VolksWagen",1.6,15710,"Gasoline",23
"VW - VolksWagen",1.8,25959,"Gasoline",15
"VW - VolksWagen",1.6,13846,"Alcohol",21
"Fiat",1.8,58195,"Gasoline",7
"Ford",2.2,200395,"Diesel",1
"VW - VolksWagen",2,9929,"Gasoline",28
"VW - VolksWagen",2,129361,"Gasoline",9
"VW - VolksWagen",1,136028,"Gasoline",0
"Fiat",1.8,56251,"Gasoline",6
"Fiat",2,109193,"Diesel",6
"GM - Chevrolet",1,19039,"Gasoline",15
"Ford",1.6,48327,"Gasoline",7
"VW - VolksWagen",1.8,9206,"Gasoline",27
"Ford",3,24855,"Gasoline",25
"VW - VolksWagen",1.8,11459,"Gasoline",26
"GM - Chevrolet",2.2,9172,"Gasoline",30
"Mercedes-Benz",5,130524,"Gasoline",22
"Mercedes-Benz",3.5,66170,"Gasoline",16
"Mercedes-Benz",1.8,57989,"Gasoline",14
"VW - VolksWagen",1.6,29854,"Gasoline",14
"Ford",2,21510,"Gasoline",19
"Fiat",1.5,16632,"Alcohol",20
"GM - Chevrolet",3.9,57666,"Diesel",32
"Fiat",1,13991,"Gasoline",21
"Fiat",1.8,18311,"Gasoline",19
"Fiat",1.4,101480,"Gasoline",0
"Mercedes-Benz",2.2,42000,"Diesel",19
"Ford",3.9,146870,"Diesel",13
"VW - VolksWagen",1.6,40320,"Gasoline",10
"VW - VolksWagen",2,8092,"Gasoline",29
"Ford",2.5,46597,"Gasoline",11
"GM - Chevrolet",3.8,29518,"Gasoline",19
"Mercedes-Benz",2,263646,"Gasoline",5
"Ford",3.2,139528,"Diesel",8
"Fiat",2.8,25615,"Diesel",23
"GM - Chevrolet",1,20176,"Gasoline",16
"VW - VolksWagen",1.6,35630,"Gasoline",10
"VW - VolksWagen",1.6,46738,"Gasoline",8
"Fiat",1,10834,"Gasoline",26
"Mercedes-Benz",2.3,24154,"Gasoline",33
"Mercedes-Benz",1.9,15292,"Gasoline",19
"Fiat",1.3,17055,"Gasoline",20
"Ford",1,11939,"Gasoline",17
"Fiat",1.5,2752,"Gasoline",37
"VW - VolksWagen",1.6,11821,"Gasoline",20
"GM - Chevrolet",2.5,125578,"Gasoline",6
"Fiat",1.5,10485,"Gasoline",29
"GM - Chevrolet",1.8,21357,"Gasoline",16
"Mercedes-Benz",2.3,20873,"Gasoline",36
"GM - Chevrolet",2.8,204252,"Diesel",5
"GM - Chevrolet",1.8,60357,"Gasoline",7
"Ford",1.5,52945,"Gasoline",5
"Ford",2,243984,"Gasoline",0
"GM - Chevrolet",5.7,27545,"Gasoline",30
"VW - VolksWagen",1,26952,"Gasoline",9
"Mercedes-Benz",1.8,59208,"Gasoline",12
"Fiat",1.4,54040,"Gasoline",8
"VW - VolksWagen",1.6,14145,"Gasoline",21
"Ford",1,10904,"Gasoline",23
"Ford",1.5,59584,"Gasoline",4
"Ford",2.5,42369,"Gasoline",12
"Fiat",1.8,45862,"Gasoline",7
"GM - Chevrolet",1.6,7163,"Gasoline",35
"Fiat",1.4,14383,"Gasoline",28
"VW - VolksWagen",1.6,82160,"Gasoline",2
"GM - Chevrolet",2.5,187084,"Gasoline",0
"GM - Chevrolet",4.3,25193,"Gasoline",26
"VW - VolksWagen",2,201942,"Diesel",4
"Fiat",1.8,72140,"Gasoline",4
"Ford",2.3,38932,"Gasoline",16
"VW - VolksWagen",1.8,14783,"Gasoline",24
"Ford",3.2,117462,"Diesel",9
"GM - Chevrolet",1.8,117288,"Gasoline",0
"GM - Chevrolet",2.8,73830,"Diesel",14
"Fiat",1,8253,"Gasoline",24
"VW - VolksWagen",3,210070,"Diesel",5
"Fiat",2,171064,"Diesel",1
"GM - Chevrolet",2.4,84400,"Gasoline",10
"Fiat",1.5,3091,"Gasoline",38
"GM - Chevrolet",1,19022,"Gasoline",16
"Ford",3,47178,"Diesel",18
"Fiat",1.8,25298,"Gasoline",15
"Fiat",2,29150,"Gasoline",20
"Fiat",1.4,52179,"Gasoline",9
"GM - Chevrolet",4,45872,"Diesel",31
"Fiat",1.6,12057,"Gasoline",24
"Mercedes-Benz",3.5,241639,"Gasoline",13
"Ford",3.9,17807,"Diesel",35
"VW - VolksWagen",1.8,18844,"Gasoline",23
"Ford",2.8,54010,"Diesel",19
"Ford",2.3,60015,"Gasoline",12
"Fiat",1.3,19922,"Gasoline",18
"Fiat",1,49949,"Gasoline",0
"Fiat",1.8,39751,"Gasoline",14
"Mercedes-Benz",3.5,159062,"Gasoline",10
"Mercedes-Benz",2.5,32185,"Diesel",26
"GM - Chevrolet",1.8,21914,"Gasoline",18
"GM - Chevrolet",1.8,75930,"Gasoline",7
"Mercedes-Benz",6,354303,"Gasoline",13
"Mercedes-Benz",3.2,94098,"Gasoline",24
"GM - Chevrolet",1.8,40966,"Gasoline",10
"VW - VolksWagen",1.6,38021,"Gasoline",10
"GM - Chevrolet",6.2,261062,"Gasoline",8
"Mercedes-Benz",3.5,104481,"Gasoline",15
"Mercedes-Benz",3,74686,"Gasoline",13
"VW - VolksWagen",1,18353,"Gasoline",20
"Ford",1.6,12711,"Gasoline",29
"GM - Chevrolet",2,33119,"Gasoline",14
"Fiat",1.8,34663,"Gasoline",11
"Ford",2.3,9571,"Gasoline",37
"GM - Chevrolet",1.2,153885,"Gasoline",0
"VW - VolksWagen",2,21157,"Gasoline",21
"Mercedes-Benz",1.6,83666,"Gasoline",9
"Fiat",2,8535,"Gasoline",27
"Ford",1.8,6513,"Gasoline",33
"GM - Chevrolet",1.4,98450,"Gasoline",4
"Mercedes-Benz",6,264856,"Gasoline",15
"Fiat",1.6,3460,"Gasoline",37
"VW - VolksWagen",1.6,17319,"Gasoline",23
"Fiat",2,10495,"Gasoline",23
"Fiat",1.5,6266,"Gasoline",30
"Fiat",2,11871,"Gasoline",24
"Fiat",1.6,9312,"Gasoline",25
"Mercedes-Benz",3,93955,"Gasoline",10
"GM - Chevrolet",1.8,114300,"Gasoline",1
"Fiat",1.8,47198,"Gasoline",8
"VW - VolksWagen",1.8,9899,"Alcohol",25
"GM - Chevrolet",1,55036,"Gasoline",4
"GM - Chevrolet",1,67786,"Gasoline",2
"GM - Chevrolet",6.5,50487,"Diesel",28
"VW - VolksWagen",1.8,14636,"Gasoline",28
"Fiat",1,28070,"Gasoline",8
"Mercedes-Benz",6,61955,"Gasoline",28
"VW - VolksWagen",1.6,60226,"Gasoline",9
"Mercedes-Benz",2.2,75249,"Diesel",15
"Ford",2.8,48878,"Diesel",18
"GM - Chevrolet",4,61360,"Diesel",27
"Fiat",1,13366,"Gasoline",18
"Fiat",1.8,38935,"Gasoline",12
"Mercedes-Benz",5,116697,"Gasoline",20
"VW - VolksWagen",2.8,23808,"Gasoline",20
"Mercedes-Benz",1.8,77112,"Gasoline",12
"Ford",2.5,93059,"Gasoline",9
"Ford",1.4,11714,"Gasoline",25
"Fiat",1.5,12216,"Gasoline",22
"VW - VolksWagen",1.8,16761,"Gasoline",22
"VW - VolksWagen",1,14044,"Gasoline",21
"GM - Chevrolet",2,32963,"Gasoline",12
"GM - Chevrolet",2.5,13610,"Gasoline",34
"Mercedes-Benz",3.2,65813,"Gasoline",30
"GM - Chevrolet",5.7,115557,"Gasoline",21
"Ford",1,47859,"Gasoline",5
"VW - VolksWagen",2,32497,"Gasoline",16
"GM - Chevrolet",1,9007,"Gasoline",26
"GM - Chevrolet",1,91257,"Gasoline",0
"GM - Chevrolet",2.8,46028,"Diesel",19
"Ford",4,16639,"Gasoline",30
"Fiat",1.6,39562,"Gasoline",10
"Mercedes-Benz",1.6,89356,"Gasoline",8
"Ford",2.5,14605,"Gasoline",24
"VW - VolksWagen",1.6,30228,"Gasoline",14
"Ford",1.6,18204,"Gasoline",26
"VW - VolksWagen",1.6,8373,"Gasoline",34
"Fiat",1.6,8474,"Gasoline",28
"Ford",3.2,143656,"Diesel",8
"Mercedes-Benz",2.8,33176,"Gasoline",30
"GM - Chevrolet",5,38104,"Gasoline",29
"Ford",2.7,278595,"Gasoline",4
"VW - VolksWagen",2,140145,"Diesel",4
"Mercedes-Benz",2,51126,"Gasoline",12
"GM - Chevrolet",2,35612,"Gasoline",13
"Ford",1.6,56268,"Gasoline",6
"Mercedes-Benz",2.2,219617,"Diesel",2
"Mercedes-Benz",3.2,48732,"Gasoline",21
"GM - Chevrolet",4.1,20808,"Gasoline",28
"Mercedes-Benz",4,714426,"Gasoline",5
"Mercedes-Benz",2,348301,"Gasoline",4
"Fiat",1,24105,"Gasoline",11
"VW - VolksWagen",1.6,29609,"Gasoline",15
"VW - VolksWagen",2,36715,"Gasoline",15
"Fiat",1.6,10251,"Gasoline",26
"VW - VolksWagen",1.6,34909,"Gasoline",12
"VW - VolksWagen",1,47052,"Gasoline",7
"VW - VolksWagen",1,117473,"Gasoline",0
"VW - VolksWagen",2,41802,"Gasoline",11
"Fiat",2,87099,"Diesel",7
"GM - Chevrolet",4.3,29086,"Gasoline",24
"GM - Chevrolet",1.4,40203,"Gasoline",10
"VW - VolksWagen",2.5,46352,"Gasoline",13
"Fiat",1,17381,"Gasoline",14
"GM - Chevrolet",3.6,43499,"Gasoline",14
"Mercedes-Benz",2.2,154067,"Diesel",7
"Fiat",1.6,43987,"Gasoline",7
"Ford",1.5,206630,"Gasoline",0
"Fiat",1.4,48275,"Gasoline",9
"VW - VolksWagen",1,21425,"Gasoline",14
"Fiat",1.5,12396,"Gasoline",28
"GM - Chevrolet",3,48769,"Gasoline",11
"VW - VolksWagen",1.6,26120,"Gasoline",14
"GM - Chevrolet",4.1,27162,"Gasoline",29
"VW - VolksWagen",1.8,13343,"Alcohol",21
"Ford",2,58697,"Gasoline",8
"Fiat",1.6,31451,"Gasoline",12
"Ford",1.8,7854,"Gasoline",29
"VW - VolksWagen",2,12466,"Gasoline",21
"Mercedes-Benz",3,422777,"Gasoline",5
"Mercedes-Benz",2.4,26135,"Gasoline",26
"VW - VolksWagen",1.8,36009,"Gasoline",15
"GM - Chevrolet",2,8459,"Alcohol",28
"VW - VolksWagen",1,12845,"Alcohol",19
"Ford",3,48040,"Diesel",18
"Mercedes-Benz",5.5,1175746,"Gasoline",7
"Fiat",1,28452,"Gasoline",9
"VW - VolksWagen",1.6,7295,"Gasoline",36
"VW - VolksWagen",1.6,55247,"Gasoline",8
"Ford",1.6,4353,"Gasoline",35
"Mercedes-Benz",2.2,125137,"Diesel",9
"Mercedes-Benz",1.5,291748,"Gasoline",3
"VW - VolksWagen",1,50053,"Gasoline",6
"Fiat",1.5,8399,"Gasoline",31
"GM - Chevrolet",1,14811,"Gasoline",17
"Ford",4.2,75131,"Diesel",24
"VW - VolksWagen",1.6,36876,"Gasoline",11
"Fiat",1.8,68591,"Gasoline",6
"Fiat",1.8,27324,"Gasoline",16
"VW - VolksWagen",1.8,13367,"Gasoline",29
"GM - Chevrolet",1,28249,"Gasoline",10
"VW - VolksWagen",2,14471,"Gasoline",27
"VW - VolksWagen",1.6,43937,"Gasoline",9
"Mercedes-Benz",2.2,193712,"Diesel",2
"Fiat",1.6,46200,"Gasoline",7
"VW - VolksWagen",2.8,11502,"Gasoline",28
"Fiat",1.8,21521,"Gasoline",18
"VW - VolksWagen",1.6,36529,"Gasoline",10
"VW - VolksWagen",1.8,37550,"Gasoline",17
"GM - Chevrolet",2.5,30486,"Diesel",25
"GM - Chevrolet",2.2,11863,"Gasoline",26
"GM - Chevrolet",2.5,98934,"Gasoline",7
"VW - VolksWagen",1.6,12656,"Alcohol",23
"GM - Chevrolet",1.4,52747,"Gasoline",7
"VW - VolksWagen",2,11948,"Gasoline",26
"Ford",1.8,11046,"Gasoline",24
"Mercedes-Benz",2.4,36715,"Gasoline",24
"Ford",1,10169,"Gasoline",23
"VW - VolksWagen",1.6,42038,"Gasoline",7
"Mercedes-Benz",2.2,231045,"Diesel",0
"VW - VolksWagen",1,53825,"Gasoline",7
"Ford",2,113635,"Gasoline",5
"Ford",2.5,23924,"Gasoline",22
"VW - VolksWagen",1.8,36985,"Gasoline",18
"Fiat",1.8,27523,"Gasoline",16
"VW - VolksWagen",1.6,30151,"Gasoline",13
"Ford",1.5,65087,"Gasoline",3
"Fiat",1.8,25957,"Gasoline",14
"Mercedes-Benz",2.2,71161,"Diesel",13
"VW - VolksWagen",1.6,66225,"Gasoline",5
"GM - Chevrolet",2.8,57230,"Diesel",20
"GM - Chevrolet",2.8,59593,"Diesel",19
"Ford",1,16823,"Gasoline",20
"Mercedes-Benz",4,1026837,"Gasoline",3
"Ford",1.6,44295,"Gasoline",9
"Fiat",1.4,68323,"Gasoline",9
"VW - VolksWagen",2.8,11732,"Gasoline",28
"GM - Chevrolet",2,25289,"Gasoline",19
"Mercedes-Benz",1.6,90342,"Gasoline",9
"GM - Chevrolet",1,14500,"Gasoline",17
"Fiat",2,8824,"Gasoline",28
"Fiat",1.6,48566,"Gasoline",7
"VW - VolksWagen",2.8,13807,"Gasoline",25
"Mercedes-Benz",6,450548,"Gasoline",12
"Mercedes-Benz",6.2,281992,"Gasoline",10
"Ford",2.5,83359,"Gasoline",7
"GM - Chevrolet",2.2,27313,"Gasoline",24
"Mercedes-Benz",5,84406,"Gasoline",16
"Fiat",1,8489,"Gasoline",30
"Ford",2,15918,"Gasoline",22
"VW - VolksWagen",2,5987,"Gasoline",31
"VW - VolksWagen",1.8,18223,"Gasoline",24
"Fiat",1.8,7109,"Gasoline",24
"Mercedes-Benz",3.5,104174,"Gasoline",13
"VW - VolksWagen",2,23334,"Gasoline",26
"Ford",3,48479,"Diesel",16
"Fiat",1.8,61350,"Gasoline",5
"GM - Chevrolet",4.1,12714,"Gasoline",37
"VW - VolksWagen",1.8,79050,"Gasoline",16
"GM - Chevrolet",1.6,7752,"Gasoline",33
"Fiat",1,17670,"Gasoline",17
"Mercedes-Benz",2.2,107656,"Diesel",11
"GM - Chevrolet",2,26549,"Gasoline",18
"Mercedes-Benz",2.6,29767,"Gasoline",31
"VW - VolksWagen",1,22534,"Gasoline",16
"Ford",1.6,65145,"Gasoline",6
"Mercedes-Benz",3.5,150665,"Gasoline",16
"GM - Chevrolet",4.2,46437,"Diesel",26
"VW - VolksWagen",1,13202,"Gasoline",19
"Ford",3,10446,"Gasoline",30
"VW - VolksWagen",2,18402,"Gasoline",22
"Ford",2.5,36534,"Diesel",23
"Fiat",1.8,16500,"Gasoline",20
"Fiat",1.6,5327,"Gasoline",33
"VW - VolksWagen",2,31566,"Gasoline",16
"Ford",2,10077,"Gasoline",27
"GM - Chevrolet",5.7,41200,"Gasoline",29
"GM - Chevrolet",4.1,30726,"Gasoline",34
"GM - Chevrolet",2,40219,"Gasoline",11
"GM - Chevrolet",2,25821,"Gasoline",16
"GM - Chevrolet",2.8,182230,"Diesel",2
"VW - VolksWagen",1.3,5331,"Gasoline",36
"Fiat",1.8,28995,"Gasoline",14
"Mercedes-Benz",2.2,82034,"Diesel",11
"VW - VolksWagen",2,116427,"Diesel",10
"Fiat",1.6,42434,"Gasoline",7
"Fiat",1.5,5544,"Gasoline",36
"VW - VolksWagen",1.6,24626,"Gasoline",18
"VW - VolksWagen",2,17505,"Gasoline",24
"VW - VolksWagen",1.6,54801,"Gasoline",8
"Ford",2,239955,"Diesel",0
"VW - VolksWagen",2,94048,"Diesel",10
"Fiat",2.8,34336,"Diesel",21
"Mercedes-Benz",3,415918,"Gasoline",4
"Ford",1.8,4441,"Gasoline",35
"Fiat",2.5,19001,"Diesel",25
"Ford",1.6,6617,"Gasoline",30
"VW - VolksWagen",2,13621,"Gasoline",25
"Fiat",1.8,32113,"Gasoline",13
"GM - Chevrolet",1,123766,"Gasoline",0
"VW - VolksWagen",1.6,71742,"Gasoline",4
"Fiat",1,8339,"Gasoline",24
"Mercedes-Benz",1.6,184741,"Gasoline",3
"GM - Chevrolet",1.4,147138,"Gasoline",0
"Fiat",1.6,3652,"Gasoline",36
"Ford",2,8896,"Gasoline",25
"Fiat",1.6,4131,"Gasoline",34
"Fiat",1.4,53125,"Gasoline",8
"GM - Chevrolet",1.8,68478,"Gasoline",4
"GM - Chevrolet",2.8,265347,"Diesel",0
"VW - VolksWagen",1,62910,"Gasoline",3
"VW - VolksWagen",2.8,26858,"Gasoline",22
"GM - Chevrolet",1,64101,"Gasoline",2
"GM - Chevrolet",2.8,65339,"Diesel",16
"Mercedes-Benz",2.2,125605,"Diesel",10
"GM - Chevrolet",4.3,30890,"Gasoline",23
"GM - Chevrolet",4.3,26543,"Gasoline",28
"Mercedes-Benz",1.7,33867,"Gasoline",14
"Fiat",1.6,10984,"Gasoline",22
"Mercedes-Benz",3,521716,"Gasoline",4
"VW - VolksWagen",1.8,23969,"Gasoline",19
"Fiat",1.5,5782,"Gasoline",32
"GM - Chevrolet",1.4,24509,"Gasoline",12
"Mercedes-Benz",5.5,315825,"Gasoline",10
"Ford",1.8,10956,"Gasoline",21
"VW - VolksWagen",1.6,38784,"Gasoline",11
"GM - Chevrolet",1.6,5391,"Gasoline",34
"Ford",1.6,28424,"Gasoline",13
"Ford",1.3,9191,"Gasoline",24
"Ford",1.6,17179,"Gasoline",17
"Mercedes-Benz",5.5,95348,"Gasoline",20
"Ford",2,27399,"Gasoline",15
"VW - VolksWagen",1.4,39604,"Gasoline",11
"Mercedes-Benz",5,85119,"Gasoline",22
"Fiat",1.8,48893,"Gasoline",8
"Mercedes-Benz",3.2,36878,"Gasoline",22
"Fiat",1.8,48079,"Gasoline",7
"GM - Chevrolet",1.4,69267,"Gasoline",4
"Mercedes-Benz",5.5,293192,"Gasoline",9
"VW - VolksWagen",2.8,29811,"Gasoline",18
"Mercedes-Benz",2,270599,"Gasoline",4
"VW - VolksWagen",2,19446,"Gasoline",22
"Ford",1,16858,"Gasoline",18
"Fiat",1,21811,"Gasoline",15
"Fiat",1.8,23779,"Gasoline",16
"VW - VolksWagen",1.6,33434,"Gasoline",10
"Fiat",1.4,41655,"Gasoline",7
"Ford",1.8,12806,"Gasoline",32
"Fiat",1.8,39119,"Gasoline",12
"Fiat",1.8,63334,"Gasoline",9
"Ford",2,9799,"Gasoline",28
"Mercedes-Benz",1.8,65407,"Gasoline",13
"GM - Chevrolet",5.7,109498,"Gasoline",28
"GM - Chevrolet",1.4,131521,"Gasoline",1
"Ford",2,66193,"Gasoline",7
"GM - Chevrolet",2.5,154126,"Gasoline",2
"VW - VolksWagen",1.6,44647,"Gasoline",8
"GM - Chevrolet",2.8,75570,"Diesel",14
"VW - VolksWagen",1.6,34854,"Gasoline",12
"VW - VolksWagen",1.6,53957,"Gasoline",9
"Ford",4.9,21864,"Gasoline",28
"GM - Chevrolet",2.4,39771,"Gasoline",15
"Fiat",1.4,29077,"Gasoline",12
"VW - VolksWagen",2,170624,"Gasoline",4
"GM - Chevrolet",1,12806,"Gasoline",22
"VW - VolksWagen",1,22139,"Gasoline",16
"GM - Chevrolet",2,22558,"Gasoline",18
"GM - Chevrolet",1.4,75559,"Gasoline",4
"Ford",4,34503,"Gasoline",21
"Mercedes-Benz",2.2,108842,"Diesel",9
"Fiat",1.8,48521,"Gasoline",11
"Fiat",1,49509,"Gasoline",3
"Fiat",1,27770,"Gasoline",11
"Fiat",1,37271,"Gasoline",7
"VW - VolksWagen",3.6,225696,"Gasoline",6
"GM - Chevrolet",1.4,165955,"Gasoline",0
"VW - VolksWagen",1.6,12556,"Alcohol",23
"VW - VolksWagen",1,70791,"Gasoline",4
"GM - Chevrolet",4.1,23957,"Gasoline",31
"VW - VolksWagen",2,124371,"Gasoline",8
"VW - VolksWagen",1.6,39521,"Gasoline",11
"Mercedes-Benz",1.8,51727,"Gasoline",15
"Fiat",1.8,59478,"Gasoline",8
"Mercedes-Benz",2.2,125439,"Diesel",8
"Fiat",1,10569,"Gasoline",27
"VW - VolksWagen",1.8,15818,"Gasoline",27
